F1,F2
1.5108264681009602,1.0141747764285358
1.3954698335447007,-1.002033111435678
-1.44060931762931,1.817844685011071
-1.7007073214733204,-1.31707719947532
1.9832748088833667,1.8406976254862812
1.9465476726409867,-1.728710479345652
-1.5963194872814497,1.3342714450353337
-1.5347027346513324,-1.1649541268571566
1.9959845533469023,1.4963717602191329
1.9280390844681685,-1.3880917307043803
-1.8200951234989415,1.1507166631163712
-1.2947357701644724,-1.4328035243912347
1.7604952748865095,1.9615818572927504
1.4634937840839997,-1.6555467326046163
-1.7110225098746592,1.9040238239773895
-1.8057146833667401,-1.6737166583917407
1.8204256862277162,1.9775442633586195
1.5211352118313184,-1.0140688439909895
-1.2810759291091447,1.8369368599428664
-1.336041354145794,-1.9368186864149528
1.6300974894913844,1.6702661136426107
1.1579523549511157,-1.3012278882598816
-1.567228436486406,1.7426396000099866
-1.5136821001447454,-1.3702997692446708
1.4742035830870857,1.871363812907111
1.7455155732729861,-1.8349781273235588
-1.8104550538030106,1.576085699302393
-1.7047393806168851,-1.362931852684508
1.3597337358450927,1.172044432408966
1.5305192055243264,-1.3441164190110781
-1.0260962601784103,1.5358917237681229
-1.8221493203516737,-1.243331442916591
1.2285803984800554,1.9561676453380545
1.0105084079313291,-1.7422302671114314
-1.3698543867888522,1.6149065547082897
-1.352188652436467,-1.0667965041368106
1.0285830428665634,1.0858509028662868
1.5931570226792275,-1.3146993135426204
-1.4529606844400051,1.4489107381359894
-1.3703104923146265,-1.4643401836624448
1.4460437177218928,1.38736137529293
1.1503472907586305,-1.8860548304779803
-1.9006721125853163,1.6121539179796704
-1.0825697855473977,-1.9850215625501324
1.5642155324878053,1.5693601379824549
1.8418267599393943,-1.4895555073903943
-1.6646152397297551,1.6832913725630672
-1.0722028079890458,-1.8901351149624
1.9052449966641007,1.4120834554305064
1.6585401536288265,-1.7734846348306799
-1.7796283335873992,1.304519547328419
-1.6838405125664746,-1.349444440317273
1.1551406136224909,1.8175099991561576
1.4634293706153545,-1.5384795962278663
-1.1572427144065136,1.8062075375893878
-1.468259443566851,-1.5347412375403673
1.3352826560633995,1.3314229176873025
1.8257604180477514,-1.9681236780240257
-1.711144669512918,1.4458620257866626
-1.4639041737109049,-1.1044353345093496
1.4619008995110696,1.3345418929387334
1.2944937251639324,-1.990822507190582
-1.795597551115774,1.3609463827037134
-1.301116022323968,-1.3691063932006817
1.17369407198331,1.9281046662408614
1.4146816125738373,-1.71628147601739
-1.82597169633988,1.7481578077447018
-1.0284305292222509,-1.1813897577606758
1.9947092259281507,1.1952291809543905
1.4904453450325934,-1.96745210022058
-1.5022113447460939,1.4969750508812334
-1.4983192993765337,-1.446439487595086
1.4764556294731916,1.2329153924038425
1.985421945566403,-1.6018807785780398
-1.5029421410156965,1.3507369944377712
-1.164965556095376,-1.2469820471081745
1.383157790581321,1.637977071872176
1.6312131905129168,-1.833105239867633
-1.6421932593155548,1.674510811562656
-1.8039736010135172,-1.954771140446573
1.475511216395776,1.3779726746899787
1.8806606089750668,-1.1348074158152532
-1.8251371335296338,1.2550185357132935
-1.5879432246762737,-1.4771907191561522
1.3877990878944453,1.9751641257098196
1.001051606207915,-1.5646640999276347
-1.8679220057757768,1.8880074395167292
-1.8835613897993295,-1.856093208202822
1.5073832019437219,1.2684601455420448
1.7963265788711376,-1.8818526837380714
-1.8107136034500786,1.539969199468499
-1.8252490652432263,-1.06366516685544
1.9572197158479812,1.5046813933553773
1.722183269960574,-1.4243640003996458
-1.532756207051008,1.7162704408237794
-1.960925009755056,-1.0266670783450835
1.880830909968869,1.59383700842587
1.0615846268075155,-1.0934896986475766
-1.8679061755042188,1.1470071402064872
-1.0922196835047662,-1.7336300006822147
1.6623881259654558,1.2927628630004144
1.3943285684193873,-1.7382261172031008
-1.4928916705929136,1.9213784088283048
-1.6006271212829966,-1.8226706676859203
1.1356303524281903,1.0807121218175562
1.9034345823189933,-1.9441713355370913
-1.2589428989662068,1.847101948478175
-1.5098181492184004,-1.8630120016218843
1.0062498055172937,1.6297927073520988
1.5641365732808845,-1.719320700434817
-1.746649427476454,1.4402715846465763
-1.3270735207828586,-1.5766829015105617
1.5315279671834814,1.4383155821796887
1.2478516500478185,-1.5918524004613466
-1.8362943331938926,1.9137747747243865
-1.2949879474159816,-1.8890999160804662
1.0851066316408446,1.1139912476627292
1.7412723929263225,-1.9088526790639468
-1.5757290532071584,1.3932732385200985
-1.2291940225696254,-1.0472477276286802
1.5851880485205259,1.6446506621067685
1.1572639389476485,-1.6229609871082493
-1.7762026879709913,1.4356423943096135
-1.397903575740591,-1.6702185681304078
1.593660038838126,1.4042583391563621
1.9987023524129512,-1.817072094813525
-1.552459875218763,1.4284346368889282
-1.4873070823209367,-1.0799156968190147
1.3150136052888097,1.8330011948841527
1.1946982972985445,-1.0512303647285284
-1.4624575440780807,1.7797319190958065
-1.974500745828081,-1.8498570401173655
1.8803130829564214,1.9114647227114105
1.8829216242210252,-1.1466756605537967
-1.9170488282233418,1.4229496963700123
-1.5570843530431238,-1.5058740507712147
1.0330081430940872,1.625294384693213
1.1621933518068692,-1.0272055895412142
-1.8571340003903256,1.4321640032303082
-1.0875569327355228,-1.4642927512824264
1.8985390727880582,1.2906619603815834
1.3381936678896942,-1.2067625950447882
-1.0141163298648872,1.9438161114398298
-1.6870171305825639,-1.0406284461755737
